Sing新加坡,#genre#
ABC Australia my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413811b0006e5f7a58a46a6057a4674
Sky News HD my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381340003e883a58aa78a57c53479
Bloomberg TV my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413814f000a6413a58b12ab52934c96
France 24 my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413816700069158a58b6f7a03cd341c
Euro news my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413817b0003393aa58bbcbf158b6409
FOX NEWS my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413818e000154fca58c067b60210765
BBC News HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641384e7000133cda5991a1b33cb3ea0
DW HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641384f6000cbd09a59957a77daa41a1
TVB_E-NEWS,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64102219000c6f74985f28485a5a5799
無線新聞台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533fd5600043bdb2d1c8c0729c35d0c
無線新聞台(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6533f9fb00006d352d0f6f9235041f8d
無線財經台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64100aec000c7bc59804a081537730cb
NOW财经台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641020d00004bf91985a212731011c3c
NOW 新闻台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6410254c0006df63986ba60f292a7500
凤凰中文,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6410229e000655dd98612e41401e3e7d
凤凰资讯,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641022be000e5cc69861ad4f5a025336
凤凰香港台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641022da0005d3069862188000a64525
中天新聞,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新闻,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252571000be01dea73c63b5616781e
中天新闻(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642590050003b317ec1416371a246f3d
民视新闻台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64c859e10007934267f487ac0fa618e0
壹電視新聞台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642521bd0005dfe9ea654d921969472d
东森新闻,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251f9700046520ea5ce8b85b6c11da
TVBS 新聞台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252188000673fcea647eb0397d464d
三立新闻,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251e23000bcd04ea573d7c0f0a002e
非凡新聞台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64258e8600060f7eec0e3ebd6c49020e
寰宇新聞台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64295eb60008744efaf37ae07d17520b
台視财经台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6448a761000bec1a75267316701e7a90
年代新聞,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645b2569000acf2fbd624de55e212fb2
CCTV-4,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260ca5000de050edfae9d444575946
FOX NEWS HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645fa4a20009e813cef3445113f32f37
NBC News,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645fb231000224f2cf2838ec5da021e1
NewsmaxTV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463b008000a617cdebf90be602c4318
BBC World News,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6465a784000201aee66e4af152371a81
Cheddar News,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6465a78f00077382e66e774d7a1176a6
NEWS 12 CONNECTICUT,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6465abce000b2c48e67f0e5e77df4110
NEWS 12 LONG ISLAND,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6465abe3000a2f4de67f6026547a726c
NEWS 12 THE BRONX,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6465abfa00086f05e67fb98b35733f88
NEWS 12 WESTCHESTER,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6465ac0a00093bd1e67ff8404bce63ed
NEWSY,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6465ac1c0003cbc0e6803d2b05391318
ESPN News USA1 HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645fab270000a005cf0cb97041394996
体育Sport,#genre#
CCTV-5,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260cb0000afd53edfb140f10811127
CCTV-5+,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260cbc00081417edfb42307c984dd4
EPL nsports 英超4keng,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64d74cf7000556f0223ed6366e5f689a
EPL nsports 英超1eng,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64d74cb1000cc276223dc6ac654a2299
EPL nsports 英超4k1粤语,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64d74ca40007202e223d927267473868
EPL nsports 英超 粤语,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64d74c1600083555223b68096e79387e
Now体育630,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64b8f92b000089e02be334b114c32320
Now plus,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64b8f962000df4a32be40ef90d9f4afd
NOW 体育台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6410211d00048968985b4de16d6e5b6a
Now体育1 Sports 1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643361f20007b9a9220fabfc3001244e
Now体育2 Sports 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643362090006b031221005903b883d07
Now体育3 Sports 3,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6433621d000d9c3522105573223958e1
Now体育4 Sports 4,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6437999f00025f983289265f38ef3722
Now体育5 Sports 5,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643799aa000e7bac3289547135e05a80
Now体育6 Sports 6,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643799bb00044f193289943e2e5f6ac1
Now体育7 Sports 7,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643799ca000a29a43289d0542d57262c
ELEVEN 体育1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425227b000100c6ea6832842d41783a
ELEVEN 体育2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252292000127feea688c6630d312e7
ELTA体育1台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425229e00024ab4ea68bb9154ab1928
ELTA体育2台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642522b0000a6c14ea6903f615622aab
ELTA体育3台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642522bd000ad1bbea6936d803e32fc0
ELTA体育3台国语,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6433e3220006392724084f1711880c01
博斯運動一台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d000d000525a509217d5a62e868e8
博斯魅力,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d395d0004e9950a015dce389f4c91
博斯網球台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d0029000bd7e70921ec71212f5735
博斯運動二台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d0087000484c5092359c47ee4201a
博斯高球台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d009f000f1f000923ba3b26b667e4
博斯高球二台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d00ae000e846a0923f4ac45c06f09
博斯無限台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d00bf00041ae7092434690ae526c7
ASSP1(a),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6412459f000acfeba0b9eb4448574dee
ASSP1(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641245bc0008335da0ba5be15de04db6
ASSP2(a),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641245e30005d242a0baf39e4a3f4a03
ASSP2(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641245fd000a6c90a0bb5a5b3f082922
ASSP3(a),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6412462100081e2fa0bbe66467ee6505
ASSP3(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6412463b00023f3ca0bc4a7430ab0660
ASSP4(a),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64124658000ad2c0a0bcbdee020d5132
ASSP4(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641246e00009e30fa0bed0f161d56da7
ASSP5(a),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641246fc0003baafa0bf3cbe4c8736d8
ASSP5(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6412471a00065484a0bfb29809e370b5
Golf Channel USA my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311ed10003b7461939aaa6737c19fe
Golf Channel tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311ec30002641e1939739f2a9f6e82
Golf SuperSports,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311edf000047af1939e0754ac733f5
Spotv,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6481dc3c00077243549b8cd35b4f0f7f
Bola Arena1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641245040004d52aa0b78c446be55863
Bola Arena2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64124524000e86a3a0b80bbf421014d4
Astro Arena,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6412454a0000fbb4a0b89cb81723411e
Astro Arena 1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64124580000df2d5a0b972fa5e5d3940
Astro Arena 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64124568000c643aa0b914d41041515b
BeIN Sports,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381d2000619c4a58d115426907b6d
BeIN Max Sports,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381e300044201a58d534366ce199d
WWE Network,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641381f6000cd704a58d9fae064d2ede
Golf Channel SKY SPORT,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413821c000b77b6a58e33c27f83093b
TSN 1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643119270003db6719238a985be41867
TSN 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311978000dc8961924c98b13117b70
TSN 3,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311ac1000558571929cc872ad35eec
TSN 4,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311b14000f390a192b13475a166e90
TSN 5,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311b67000c0613192c56ad05b518b5
ESPN 1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311ba20007409b192d3bec4f60079a
ESPN 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311d29000d2a3b193334cb71ba3db4
ESPN 3,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311e68000a2a1d1938121f51b1501b
NBA TV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311e75000090631938427279742fef
NBA TV(b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311e81000176281938718d4b003c1b
beIN Sports 1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311e93000ba7aa1938ba7e1e4b3642
beIN Sports 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311ea0000526211938eb9c63bc100c
beIN Sports 3,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311eac00023ce5193919bd41e13e59
WWE Network,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311eec0001de06193a13a553747072
WWE HD backup,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642fa8b7000065051384543f2842233e
Fight Sports T,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311efc000d6103193a55176c7f5df0
UFC Fight Pass UK,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311f0a0003c10b193a89517a060079
MUTV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64311f27000ef2df193afd76183366ae
MUTV Backup,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643125570009d890195327a22a5d7ee1
Tennis Channel,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431257d000c445b1953bcb05b6e7e1a
SONY SIX HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431258f00078b1a195401ca779371a1
SONY TEN 1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643125a30006d14d19544fbb7da27f2a
SONY TEN 2 HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643125b30006aa5919548e3114052626
SONY TEN 3 HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643125c20009916d1954c98c31471159
Sony TEN 4,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643125d2000a5e391955084066b953b5
SuperSport Cricket TL,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643125e8000da3e019555f0767a373ec
SKY SPORTS CRICKET HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643125f6000c1bc9195595521266639c
ASTRO Cricket,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431265d0001c1b519572503322821da
WILLOW CRICKET,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431266a00044bcc1957587229c344de
SKY SPORT F1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312677000c166b19578d3854af5dbc
Fox Sports News AU,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312683000d39211957bc627ed1087d
Fox Sports 501 AU,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643127000001d7eb1959a1c15b2e5498
Fox Sports 502 AU,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431270b000a24ff1959ced93173500e
Fox Sports 503 AU,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431271a00081cc9195a08ec32034279
Fox Sports 504 AU,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431272a0000d1b5195a458e5f7560f2
Fox Sports 505 AU,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431273a000479c1195a84fe134c0433
Fox Sports 506 AU,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431274800023ad9195abb1b74513383
Fox Sports 507 AU,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643127fc0003ca86195d7aa277b31909
Fox Sport 1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431280d00013bf3195dbc6232857455
FIFA Fox sport 1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431281c000302be195df76f404b53d2
Fox Sports 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643128290007b145195e2b6a6384316a
SKY Racing 1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312837000aebee195e62ed55557fd9
SKY Racing 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312844000ad7b5195e95b069db4ef2
Racingcom HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312852000912ad195ecbec6de2555f
FOX Sports Racing HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312865000d9bbf195f174e5ec83175
Ziggo Sport Racing,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312871000b6954195f459e7c10663c
Dubai Sports 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431287f0003edcc195f7a6369cf47b8
Dubai Sports 2b,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312936000a354e196246d611a14be4
Dubai Racing 3,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312942000933931962757447382f61
Racing UK SPORT(UK),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431294f000b80ba1962a8d376855937
KY SPORTS RACING,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6431295b0006afff1962d67737a347d9
STAR SPORTS 1 HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643129690000652719630b8b0f766ba7
Star Sports 2 HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312975000bc42d19633d543ad20d2e
Star Sports Select 1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643129c6000c2bdb196479d77b6f7e96
Star Sports Select 1b,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643129d50004aa151964b2834730348c
Star Sports Select 2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643129e6000a70531964f6661182226c
Star Sports Select 2b HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=643129f40005210b19652bb847830d99
SKY SPORTS FOOTBALL,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312a3d000a7d6c19664a3f15773237
SKY SPORTS MAIN EVENT,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312a4d0002b877196686c254e3270d
SKY SPORTS PREMIER LEAGUE,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312a5c000d11031966c4005f4e2e4d
SKY SPORTS NFL UK,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312a6b000a8eed1966fdf44a0647cc
SKY Sports News (b),http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312a790008c9e5196734307fc34a77
Sky Sport Arena HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312a880002b5bf19676d3a18fb1676
BT SPORT 1 UK,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312a95000d94a71967a2ca00065aeb
BT SPORT 2 UK,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312aaa0009428c1967f3b71a5952ed
BT SPORT 2(b) SPORT(UK,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312aba00036517196830b750ea44d5
BT Sport 3 FHD UK,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64312ace000b3d0b196880d9185f2371
MLB NETWORK,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=644fd4d2000d8202912fba3672c5421a
Sony Ten 1 Sport 1 USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645fa6e400023cd9cefc142d4d100fb2
Sony Ten 3 HD USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645fa6d700056943cefbe23534d84052
ESPN U HD USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645fab36000d59f1cf0cf74b44076241
ESPN 3 USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645fab49000ca662cf0d415574523331
Golf Channel USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645fab54000b6df5cf0d6bfd479148d1
TSN 1 USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645fb74800051f03cf3c1b7e48bd434c
TSN 4 USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645fb758000165ffcf3c590a38de4f76
TSN 5 USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645fb76a0007dccfcf3ca10218644e9c
WWE USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6462701400067a04d9ddbe9873b90463
BEIN SPORTS 11 USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a5b400077f08de9737e474b0055b
USA: BeIN Sports 4 USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a5cb00045120de9790ec0ec340aa
USA: BeIN Sports 6 USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a5de00091722de97dc4d0e413139
beIN Sports USA1,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a5eb000a7089de980f6e0e9c48d5
Supersport Premier League USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a5f80008b1c0de9841c45e2d124f
Supersport Football USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a606000229f7de9876c846553fcc
Supersport LaLiga USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a6260000ab5fde98f3660a053de2
SuperSport MaXimo USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a638000409ffde993a937bef2d62
Supersport Motorsport USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a64500015776de996caa4be276c3
Supersport PSL USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a8ff000b74a1dea415d470ea7983
Supersport Variety 3 USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a90d000d7e9adea44d0a511a6930
Supersport Variety 4USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a926000e1336dea4aed876667f60
Tennis Channel USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a94a000dac55dea53b5e725857f0
电影Mov,#genre#
HBO HD my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137ee50006d7eca581a3b3297e60a3
HBO tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f0b0006a17fa58238155813216c
HBO Family my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f29000ae5e4a582ae5d42d65d7a
HBO家庭,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f3c000d4a86a582f93235111bc5
HBO Signature my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f530000971da5834fca2631479a
HBO强档,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f700008f329a583c3344ddf5dfc
HBO Hits my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f85000a578fa58415985b5b1f5d
HBO原创,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137f970005246ea5845a9326ce6233
AXN tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137fb6000e2555a584d5f94945113b
Thrill,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=644a0879000272f67a89b6687af342ae
AXN tw2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64137fed000660a5a585aad4055228a8
AXN my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413800100002d47a585f75e0b4d15d4
CINEMAX tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641380160003b61ca5864a4e3d49763a
Cinemax my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413802a000969a0a58699e441aa3320
Animax my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413803e00077f23a586e786585056af
Animax tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413807500012fe3a587bcbf2e6b7388
Hits Movies my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413808800072695a588087e3cc239d1
TVB 粤语片台 HYTV,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=641022340009a273985f91092cb6113d
電影一台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6410224e00097a01985ff68e53d22e70
CCM 天映经典,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64124d990007b0aaa0d9131033d9354a
CCM 天映经典 CN中英字幕,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64124dd500082194a0d9fd8d736a3dff
Celestial MY 天映,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64124e2b000b454ba0db4e4b137c6137
Celestial MY 天映2,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64124e0f00045619a0dadf2552b73bf8
CatchPlay電影台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252479000b7f1aea6ffd6177e3015c
衛視中文 HD Star Chinese,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64252507000eefc4ea7228f32f390502
好莱坞电影台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425244f0001184fea6f56a70aca63d2
卫视电影台scm,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642525150008a4ecea725e071929091e
星卫HD电影,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642521030009ef43ea62780c438e2a38
美亚电影台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642525310003ad3cea72ca2155c734c3
卫视HD电影,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425253c0007ee60ea72f6307ae25fdd
東森电影台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64253899000a078deabe99ff587050b0
東森洋片,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251f8a0008854aea5cb6fe64e47b4e
纬来电影,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64251eae0001bef7ea5959e100ae671e
龍祥電影台,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d014b0009f96e092658cb4e1b23ff
CCTV-6,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=64260cc800087ffdedfb712c61a06569
HBO Signature USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645fab94000cb9a6cf0e66527fc930bc
HBO USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645faf2100095cb2cf1c4442765c172b
HBO 2 USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645faf2e00057979cf1c760b55dd62b3
HBO Comedy USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645faf390002967ccf1ca046036d356a
HBO HD SIN USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645faf4700077bb5cf1cd83772282520
HBO_West USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=645faf5300023119cf1d05bc76d93f08
Lifetime USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6462704200005b24d9de70b7255a7658
LIFETIME MOVIES USA,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6463a5a5000a7afede96fe1018a905c5
儿童Kids,#genre#
東森幼幼,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6430b41c0001f3831798d72948126428
MOMO親子臺,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6425226f000463e1ea68048207b3285f
Animax tw,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413807500012fe3a587bcbf2e6b7388
Animax my,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=6413803e00077f23a586e786585056af
Disney Channel,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d446e0000b7480a2c972727bb7b01
Disney Junior,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d447f000958c70a2cdbc45c491a3c
Disney XD HD,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d449000005ce40a2d1be045a92dbb
Nick Jr,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d449d000ac1ec0a2d5151582b3dea
Cartoon Network,http://A/ku9/js/k9oh920.js?ip=108.181.32.169&id=642d44aa0000eb420a2d81945bea5d17
